"","business_id","business_name","state","stars","noiselevel","Delivery","WiFi","average_stars","Avuser","TV","Alcohol","OutdoorSeating","Reservations","Attire","category"
"3825","E62l6LwZJ7lKaExcUbrtYw","Hikari","NV",4,2,0,2,3.77736549165121,3.82384044526902,1,2,0,1,1,"Japanese"
"3826","E67gGK8yOn9kkNzx8FzQKA","Buffalo Wild Wings","NV",3,2,0,2,3.21960784313726,3.6178431372549,1,2,0,0,1,"American (Traditional)"
"3827","E6BUlDkXuBtX-5CoWWtw6A","Los Cuates Mexican Restaurant","NC",4.5,1,0,1,4.40909090909091,3.84090909090909,1,2,1,0,1,"Mexican"
"3828","E6DmUAHfSRCEakvknot-zA","Las Islitas Mariscos","NV",3.5,3,0,0,3.64285714285714,3.66165178571429,1,2,0,0,1,"Mexican"
"3829","E6Ne9ok_tHvZIeOdWeh40w","Teakwoods Tavern & Grill","AZ",4,3,0,2,3.98795180722892,3.69638554216867,1,2,1,1,1,"American (Traditional)"
"3830","E6P0_-D1PG5qw_bxoYkIFA","Nonna's Pizza and Restaurant","NC",4,2,0,0,3.91304347826087,3.83695652173913,1,1,0,0,1,"Italian"
"3831","E6QAh8UPRo6Tlg6hkcWCHw","Bombay Indian Grill","IL",3.5,2,1,0,3.5,3.59702380952381,0,0,0,0,1,"Indian"
"3832","E6tGAYZ2J1EIwCDHtVI1yg","HD Asian Bistro","AZ",3.5,2,1,0,3.40540540540541,3.51432432432432,1,2,0,0,1,"Chinese"
"3833","E79x4OB0G2BaSPytwDDCRg","Le Planète","QC",3,1,0,2,2.875,3.69,0,2,1,1,1,"Italian"
"3834","E7VRsyNQWPteH6_qI4j7bw","Thai Pepper","NV",3.5,2,1,2,3.71428571428571,3.74562682215743,1,1,0,1,1,"Thai"
"3835","E7v9sMJx4_Swx7VtymNt5Q","Truly Thai Cuisine","ON",4,2,1,0,4.03333333333333,3.679,1,1,0,1,1,"Thai"
"3836","E7zuWvHH3XoVKJE8yEGIyw","Chada Thai","ON",4,2,1,2,3.92307692307692,3.81384615384615,0,2,1,1,1,"Thai"
"3837","E8PkjCmDnDE7_2rYf38lRA","The Kitchin","EDH",4.5,2,0,0,4.52941176470588,3.96607843137255,0,2,0,1,2,"British"
"3838","E8Z0EdUWQyZ9p6STrtNNxA","Red Lobster","ON",3,2,0,0,2.96774193548387,3.45774193548387,1,2,0,1,1,"American (Traditional)"
"3839","E8b-loa-89wsnJpu9ff_Gg","El Toro Bravo","IL",3,2,0,0,2.97435897435897,3.53564102564103,1,2,1,1,1,"Mexican"
"3840","E8cDJWMj5y6nrzcSyu5w4Q","Bihari Kabab and Biryani House","ON",3.5,1,0,0,3.4,3.378,0,0,0,1,1,"Indian"
"3841","E8ugJa02FVCgfnjqV817iw","Maxim Restaurant","AZ",4,2,0,0,3.87978142076503,3.74027322404372,0,0,0,0,1,"Chinese"
"3842","E8xez_0iwqV88w5NKxeK3A","Kabuki Sushi Lounge","ON",2.5,2,0,0,2.68292682926829,3.40512195121951,1,2,1,1,1,"Japanese"
"3843","E9HkUYYO_-5vKjvBwLuDIw","Ohlala French Bistro","NV",4.5,2,0,2,4.66666666666667,4.13020202020202,0,1,0,1,1,"French"
"3844","E9aC5bLfXdQVZ5csvLuLJg","Taiwan Food Express","AZ",3.5,2,0,0,3.27480916030534,3.57389312977099,1,0,0,0,1,"Chinese"
"3845","E9b73ETPw0VYUJ2_YSJJdQ","Pizza Rustica","ON",2.5,2,1,2,2.70138888888889,3.43993055555556,1,2,1,1,1,"Italian"
"3846","EAFuhvRxoAhYARuiXCsUSw","Dos Coronas","OH",4,2,0,2,3.975,3.82725,1,2,0,0,1,"Mexican"
"3847","EAs61Wm1O6tLjCs8t2eP-Q","Wok Wei Asian Cuisine","AZ",4,1,0,0,4.17037037037037,3.80274074074074,1,1,0,0,1,"Chinese"
"3848","EAt4rIjErbsz97lh7f0r_Q","The Full Moon Oyster Bar","NC",4,3,0,2,4.21875,3.82484375,1,2,1,0,1,"American (Traditional)"
"3849","EAwh1OmG6t6p3nRaZOW_AA","Ellis Island Casino & Brewery","NV",4,2,0,2,3.87263896384242,3.71992444684296,1,2,0,0,1,"American (Traditional)"
"3850","EB0vzUuimM2nRXND5VJkIw","Mido Sushi","AZ",4,2,0,0,3.75724637681159,3.75938405797101,1,1,0,1,1,"Japanese"
"3851","EBCuO36WpwDNhf37YIhklg","Guido Garcias","AZ",2.5,2,0,2,2.5,3.04153846153846,1,2,1,1,1,"Italian"
"3852","EBCuO36WpwDNhf37YIhklg","Guido Garcias","AZ",2.5,2,0,2,2.5,3.04153846153846,1,2,1,1,1,"Mexican"
"3853","EBEpcviiUGlCmlB7duLrTw","Eat'n Park","PA",3,2,0,0,2.875,3.80875,1,0,0,0,1,"American (Traditional)"
"3854","EBcugzKWrUKMo4JFEWBu2g","Chili's Grill & Bar","ON",2.5,2,0,0,2.52777777777778,3.27083333333333,1,2,1,1,1,"Mexican"
"3855","EBcugzKWrUKMo4JFEWBu2g","Chili's Grill & Bar","ON",2.5,2,0,0,2.52777777777778,3.27083333333333,1,2,1,1,1,"American (Traditional)"
"3856","EBiSHO2yblFQQ6EPbkZaQg","Ishi 3 Japanese Restaurant","NC",4,1,0,0,3.85714285714286,3.35142857142857,0,0,0,0,1,"Japanese"
"3857","EBu_FnM4yAZFKRM6ZE_zNw","Chipotle Mexican Grill","OH",3.5,3,0,0,3.27272727272727,3.75727272727273,0,1,1,0,1,"Mexican"
"3858","EC7NrIHKk6i3US_XJlDWDA","Julio's Too","AZ",4,2,0,0,4.07482993197279,3.89292517006803,0,1,1,0,1,"Mexican"
"3859","ECKXHrl2GqNKRMG9jp4trg","Good Fella Korean Bistro","IL",3.5,1,0,0,3.74193548387097,3.84161290322581,1,2,0,1,1,"Korean"
"3860","ECmphS3zwUcqWhnbhOZoUg","Angelinas Mexican Food","AZ",4.5,3,0,0,4.33333333333333,3.73666666666667,0,0,0,0,1,"Mexican"
"3861","ECqc9Xd0dTdKmcNrbIizAw","Los Girasoles","OH",4,2,0,2,3.88679245283019,3.65264150943396,1,2,1,1,1,"Mexican"
"3862","ECtQU_nN7OX1xnz1gujGcQ","People's Indian Restaurant","PA",4,1,1,0,3.83333333333333,3.763,0,0,0,0,1,"Indian"
"3863","EDa7_YfEB2HDOyxDMbipQA","Barro's Pizza","AZ",4,2,1,0,3.84821428571429,3.69223214285714,1,1,0,0,1,"Italian"
"3864","EDfYAWyJKXGSTF2cHY7N-A","Shanghai Kitchen","ON",3.5,1,1,0,3.33333333333333,3.58333333333333,0,0,0,0,1,"Chinese"
"3865","EDjz3N5KpsygQxnWi9iP3w","Winking Lizard Tavern","OH",3.5,3,0,2,3.53,3.6436,1,2,1,0,1,"American (Traditional)"
"3866","EDqCEAGXVGCH4FJXgqtjqg","Pizza Pizza","ON",2.5,1,1,2,2.71428571428571,3.34285714285714,1,0,0,0,1,"Italian"
"3867","EEGajOchS2BIZNvJcPK3uw","Crudo","AZ",4.5,2,0,0,4.41782729805014,3.89841225626741,0,2,1,1,1,"American (Traditional)"
"3868","EEGajOchS2BIZNvJcPK3uw","Crudo","AZ",4.5,2,0,0,4.41782729805014,3.89841225626741,0,2,1,1,1,"Italian"
"3869","EEIz44ewHhOKmfTloAK13g","Alo Restaurant","ON",4.5,2,0,0,4.64615384615385,3.81792307692308,0,2,0,1,2,"French"
"3870","EE_CKAAq7_oL7jfxmUKhuw","Applebee's","AZ",2.5,2,0,2,2.26126126126126,3.32018018018018,1,2,0,0,1,"American (Traditional)"
"3871","EEytwWwHQF7MlGBehhST5g","Thai & Pho","QC",2.5,2,0,0,2.58333333333333,3.14666666666667,1,1,0,1,1,"Thai"
"3872","EFxnpVs3vLUvpt1vX_iPdg","Sonio's Cafe","NV",4,2,0,2,4.08695652173913,3.78217391304348,0,0,1,0,1,"American (Traditional)"
"3873","EGIJ7sfXa5ha89fBxJsTuQ","Caffè Italia","QC",4.5,3,0,0,4.28571428571429,3.91952380952381,1,0,1,0,1,"Italian"
"3874","EGJb8zZPlAfRzj9rg2KwqQ","China Buffet","OH",3,2,0,2,3.14285714285714,3.54642857142857,0,1,0,0,1,"Chinese"
"3875","EGJb8zZPlAfRzj9rg2KwqQ","China Buffet","OH",3,2,0,2,3.14285714285714,3.54642857142857,0,1,0,0,1,"Italian"
"3876","EGzsR_Tyd0QOaZ6g7wPl-w","Filibertos Mexican Food","AZ",4.5,2,1,0,4.5,3.715,0,0,0,0,1,"Mexican"
"3877","EH194rct73A1m0XxPp4ABw","Rush Inn Bar & Grill","OH",3,2,0,2,2.95555555555556,3.54466666666667,1,2,1,1,1,"American (Traditional)"
"3878","EHDcxAlrrP4VPiZuQlrIrg","Cabo Mexican Restaurant","NV",2.5,2,0,0,2.38666666666667,3.51213333333333,1,2,0,0,1,"Mexican"
"3879","EHIUp6lUabQCtQ4SVZitQw","Oodolee Sushi & Grill","NV",4,2,1,2,4.15486725663717,4.11946902654867,1,1,0,1,1,"Japanese"
"3880","EHKzu5r2NEz5Zq2R84J4ow","Taipei Tokyo","PA",4,2,0,0,3.96969696969697,3.63313131313131,1,2,0,1,1,"Chinese"
"3881","EHKzu5r2NEz5Zq2R84J4ow","Taipei Tokyo","PA",4,2,0,0,3.96969696969697,3.63313131313131,1,2,0,1,1,"Japanese"
"3882","EHQ8rPPYTBE6EJhh7iMpjw","Thai Indeed","ON",4,1,1,0,4.23809523809524,3.94047619047619,0,1,0,1,1,"Thai"
"3883","EHmxhhpj2kwYhCgKdRXmqw","Barro's Pizza","AZ",4,2,1,2,3.96666666666667,3.66983333333333,1,1,0,0,1,"Italian"
"3884","EIZnpMr9ccgutaGzGjzZ9g","Pancho Villa's","EDH",3,2,0,2,3.15625,3.73,0,2,0,1,1,"Mexican"
"3885","EIaUR1pUniXUnLUpx4kn0Q","Fireside Grill","AZ",2.5,2,0,2,2.74193548387097,3.78903225806452,1,2,1,1,1,"American (Traditional)"
"3886","EIol8eFrS4WtRUhGbOUUgA","La Famiglia","AZ",4,2,1,0,3.83870967741935,3.73354838709677,1,0,0,0,1,"Italian"
"3887","EJmiKQKlWfY-0iVlya7FOQ","Z-teca","ON",2.5,2,0,0,2.45161290322581,3.45516129032258,1,0,1,0,1,"Mexican"
"3888","EKGb7I6zbw7s8lYCg3HdWg","El Barrio Latino Bar & Club","EDH",2.5,4,0,2,2.57142857142857,3.80714285714286,0,2,0,0,1,"Mexican"
"3889","EKUdxxPirhQgwHI9OpY0FQ","Wasabi Japanese Steakhouse","OH",3,2,0,0,2.8695652173913,3.61521739130435,0,2,0,1,1,"Japanese"
"3890","ELUUibdDcrZHyvE-e-QsVw","Mac's Broiler & Tap","AZ",3.5,2,0,2,3.66071428571429,3.82202380952381,1,2,1,0,1,"American (Traditional)"
"3891","ELWg-1ychqYD0XtM-2IRDA","Main Sushi","ON",3.5,2,1,2,3.37837837837838,3.49108108108108,1,1,0,1,1,"Japanese"
"3892","ELt26I6N0VqVywR5J4TMlw","Mong-Kut Thai","ON",3,1,1,0,3.03333333333333,3.43333333333333,1,1,0,1,1,"Thai"
"3893","EM4Qo0Tm40H8Nfk3s8Dy0g","The Phoenix Ale Brewery Central Kitchen","AZ",4.5,2,1,2,4.25657894736842,3.95006578947368,1,2,1,1,1,"American (Traditional)"
"3894","EMdlJvCTuT_sylNzcElSLg","The Palm Charlotte","NC",3.5,2,0,2,3.73913043478261,3.66313043478261,1,2,1,1,2,"American (Traditional)"
"3895","EMh5InDTEfGGCowRy_pJZA","Shangri-La Hot Pot Restaurant","ON",2.5,2,0,0,2.44444444444444,3.52333333333333,1,0,0,1,1,"Chinese"
"3896","EN2foh9hQMXvNMtB3pMwmA","Red Gate Wok","NV",4,2,0,0,3.92857142857143,3.96071428571429,0,0,0,0,1,"Korean"
"3897","EN2foh9hQMXvNMtB3pMwmA","Red Gate Wok","NV",4,2,0,0,3.92857142857143,3.96071428571429,0,0,0,0,1,"Chinese"
"3898","ENaLdbV5Z3ZctxUgQZjwhw","Judit's Bistro","NV",3.5,1,1,0,3.44444444444444,4.16333333333333,0,0,0,0,1,"Italian"
"3899","EOUDjT34xPixuxEcEr7sNA","92nd Street Cafe","AZ",3,2,0,2,2.96610169491525,3.6571186440678,1,2,1,0,1,"American (Traditional)"
"3900","EPBEz9ifFo6JqPUUH_BdMg","Thai Thai Takeout","NC",3.5,1,0,0,3.59375,3.7775,0,0,0,0,1,"Thai"
"3901","EPKg3b0BK20-VKmzrP2W-A","Savona Bistro","NV",3.5,1,0,2,3.50943396226415,3.74603773584906,0,2,0,1,1,"American (Traditional)"
"3902","EPPB8HmsxG2KzAQSno320Q","Spats Cafe","OH",3.5,2,0,0,3.5,3.795,1,2,1,0,1,"Italian"
"3903","EPb3FWs3mxQLUjGeMNP0SQ","Brasserie 701","QC",3,3,0,2,3.24742268041237,3.67494845360825,0,2,1,1,2,"French"
"3904","EQ1cOH_mr5VyHGjhgz_vDA","Centro Trattoria & Formaggio","ON",3.5,2,0,2,3.5,3.3875,1,0,0,0,1,"Italian"
"3905","EQDCa1PH6OoLjcEIdU9IXQ","Bonnie's Bar and Grill","OH",3.5,2,0,2,3.64864864864865,3.85675675675676,1,2,1,0,1,"American (Traditional)"
"3906","EQDJVVIgenbyNZpRcqUWcw","MB China","NV",4,1,0,0,4.18604651162791,3.96162790697674,0,0,0,0,1,"Chinese"
"3907","EQZHjgxpepRMnzo3hGdLMA","Bitter Creek Cafe","AZ",4,1,1,0,3.8,3.71466666666667,1,0,1,0,1,"American (Traditional)"
"3908","EQZPTDAy-lWijb0i8JpHNw","Sammi & Soupe Dumpling","QC",4,2,0,0,3.77333333333333,3.69986666666667,0,1,0,0,1,"Chinese"
"3909","ER0rUoLqAJQ2Mlv2_GnwyQ","Carolina Ale House","SC",3,3,0,2,2.86792452830189,3.38452830188679,1,2,1,0,1,"American (Traditional)"
"3910","ERX_Dz1prKPk_qXtFhUsAA","Indian Tandoori House","ON",3,2,1,0,2.95238095238095,3.48380952380952,0,2,0,1,1,"Indian"
"3911","ERXnerHflh86VOYKAopLMw","Thai Basil","WI",4,1,1,0,3.96296296296296,3.74111111111111,0,0,0,0,1,"Thai"
"3912","ERnG-1q3igX3VSgm5uLZ6A","Pizza e Pazzi","ON",3.5,2,1,2,3.4,3.5054,0,2,0,1,1,"Italian"
"3913","ES8JP18I4sz72HEAWjk_KQ","Vero Trattoria","ON",2.5,4,0,0,2.66666666666667,3.30904761904762,0,2,1,1,1,"Italian"
"3914","ESCeeLwhOSZ1ketQn1nq8A","Kim Se Cambodian Cuisine","OH",4,2,0,0,4.25,3.59833333333333,0,0,0,0,1,"Thai"
"3915","ESWBD7Atc9cejaUiqbPpZg","Tamaleria Laurita","NC",4.5,2,0,0,4.26666666666667,3.89133333333333,1,0,0,0,1,"Mexican"
"3916","ESinwiCgoJNG-tMWxVQhqQ","Pallets Food and Bar","AZ",3,2,0,2,3.01123595505618,3.81044943820225,1,0,1,1,1,"Japanese"
"3917","ESzO3Av0b1_TzKOiqzbQYQ","Rock Bottom Restaurant & Brewery","PA",3,2,0,0,3.20670391061453,3.61832402234637,1,2,1,1,1,"American (Traditional)"
"3918","ET-mH1cByv1LUiIU6Q3hgQ","Glenn's Corner","BW",3.5,3,0,2,3.3125,3.658125,1,2,1,1,1,"Italian"
"3919","ET8WuErpImo0zxS673gLxw","Rachel's Kitchen","NV",4,2,0,0,3.96428571428571,3.82821428571429,0,0,0,0,1,"American (Traditional)"
"3920","ETFKj1VSHn5zTNddOz6FRQ","Red Robin Gourmet Burgers","NC",3,2,0,0,3.08163265306122,3.40489795918367,1,2,0,0,1,"American (Traditional)"
"3921","ETSHD1lX0xcd2qInwiXxzA","Tortas Ahogadas Guadalajara","AZ",4.5,2,0,0,4.52884615384615,3.97567307692308,1,0,0,0,1,"Mexican"
"3922","ETkMAKj_i2zGUXB8-iwZ6Q","Moe's Southwest Grill","NC",3.5,2,0,2,3.58823529411765,3.54823529411765,1,1,1,0,1,"Mexican"
"3923","EU83r5yrRw3zRictM5eO6Q","Taco Bell","AZ",4,2,0,0,3.9375,3.88625,0,0,0,0,1,"Mexican"
"3924","EUQoB_ph7_xIyj7JZGI3bg","Giuseppe's on 28th","AZ",3.5,2,0,2,3.60185185185185,3.6833024691358,0,2,1,1,1,"Italian"
"3925","EUgHFeAvock2Ut3iWPlG8Q","Taco Bell","PA",3,2,0,2,2.83333333333333,3.13833333333333,0,0,0,0,1,"Mexican"
"3926","EUxbuNT8BYPs_h0vVMy2pg","Don Pancho Mexican Food","AZ",4.5,2,0,0,4.45652173913043,3.90008695652174,1,0,1,0,1,"Mexican"
"3927","EVbEdWYLE9GDpVG97MGw-w","Macayo's Depot Cantina","AZ",3,2,1,2,3.12,3.70214545454545,1,2,1,1,1,"Mexican"
"3928","EVfJbLXSMZOF8K3vFOaLOw","Rockne's","OH",2.5,2,0,2,2.74285714285714,3.41114285714286,1,2,0,1,1,"American (Traditional)"
"3929","EVkytEhlC1nswqmgrHdviw","Bo Bo China","IL",2,2,1,0,2.25,3.2625,0,0,0,0,1,"Chinese"
"3930","EW90_lZ7E2RKT9Y-NGSVMw","Rosecliff Tavern","PA",3.5,2,0,2,3.64,3.8828,1,2,0,1,1,"American (Traditional)"
"3931","EWJbWp3oOwDsv4Lo5eZWxw","Drew's Family Restaurant","PA",4,2,0,2,4.07462686567164,3.83746268656716,0,0,0,1,1,"American (Traditional)"
"3932","EWbNTPW0co_X4lZRB-QTLQ","Ocha Thai Cuisine","NV",4,2,1,2,4.12937062937063,3.88870629370629,1,1,0,1,1,"Thai"
"3933","EWbNTPW0co_X4lZRB-QTLQ","Ocha Thai Cuisine","NV",4,2,1,2,4.12937062937063,3.88870629370629,1,1,0,1,1,"Chinese"
"3934","EX9sfVt9AZclkmZWayIamw","La Conchiglia","BW",3.5,2,1,0,3.625,3.6175,1,1,1,1,1,"Italian"
"3935","EXF-imcOSptiuzlirPjljA","Oya Sushi & Korean Grill","PA",4.5,1,0,2,4.36842105263158,3.97631578947368,1,0,1,1,1,"Japanese"
"3936","EXF-imcOSptiuzlirPjljA","Oya Sushi & Korean Grill","PA",4.5,1,0,2,4.36842105263158,3.97631578947368,1,0,1,1,1,"Korean"
"3937","EY4xsGDe0euyusOfAb3Cwg","The Fresh Italian Eatery","ON",3.5,2,0,0,3.66666666666667,3.22466666666667,0,0,0,0,1,"Italian"
"3938","EYB3LarwcnLKeXqbWVPvRA","Boston Market","AZ",2.5,2,0,2,2.68181818181818,3.76590909090909,0,0,1,0,1,"American (Traditional)"
"3939","EYF-EVbsyNiygugQgQIsGQ","Mulligans Grill","AZ",4,2,0,2,3.86842105263158,3.89421052631579,1,2,1,0,1,"American (Traditional)"
"3940","EYLT-7qniN0WGrfgVwmwnQ","Rolbertos Restaurante","AZ",4.5,1,0,0,4.58333333333333,4.19083333333333,0,0,1,0,1,"Mexican"
"3941","EYWaN9sLjVYdi7fKIRguVA","Taco Bell","AZ",2.5,2,0,0,2.55555555555556,3.31222222222222,0,0,0,0,1,"Mexican"
"3942","EZ4TljJvGenxrkM4JsqtZg","Sushi-ko","NV",3.5,2,0,2,3.59386973180077,3.7611877394636,1,1,0,1,1,"Japanese"
"3943","EZ9Uf-lSRtj1fvdMQlrwAw","Thai Me Up","PA",3.5,2,0,0,3.59868421052632,3.72644736842105,0,0,0,0,1,"Thai"
"3944","EZAbslPkwwk99wCKWxx-9Q","Musketeers Bar & Grill","OH",3.5,2,1,2,3.54838709677419,3.7141935483871,1,2,1,1,1,"American (Traditional)"
"3945","EZQESVzkOPs7LwCHVC3Szg","Mizumi","NV",4,2,0,2,3.94425087108014,3.81372822299652,0,2,1,1,2,"Japanese"
"3946","EZUhUW3S8qG9kEfnkWlZxg","Fung Lam Court Chinese Restaurant","ON",3,2,0,0,3.23529411764706,3.45882352941176,0,0,0,1,1,"Chinese"
"3947","EZp9YQzjyzExgz9K_MMgXg","Milano","BW",3.5,2,0,2,3.61904761904762,3.88714285714286,0,2,1,1,3,"Italian"
"3948","EZrkg2mrQLGaXdsiuRnBgQ","Carmelina Restaurant","ON",3.5,1,1,2,3.73170731707317,3.65414634146341,0,2,1,1,1,"Italian"
"3949","E_4qAaFMthmlF4hjLjtolg","Borsalino Restaurant & Bar","ON",3.5,1,0,2,3.29411764705882,3.55352941176471,1,2,1,1,1,"Italian"
"3950","E_D3urpBPcSyaNRI34dkfg","Eighty8 Family Restaurant","ON",3.5,1,0,2,3.73076923076923,3.69,1,2,1,1,1,"American (Traditional)"
"3951","E_DXCeVllZtHV93hsAIZvw","Tacos Sahuaro","AZ",4.5,2,0,0,4.47089947089947,3.93809523809524,1,0,0,0,1,"Mexican"
"3952","E_cMkVDGE4jpL_ixIxJXUw","I Went To Philly","ON",3,2,1,2,2.95652173913043,3.04478260869565,1,2,1,1,1,"American (Traditional)"
"3953","E_eIph8IT10Uo06ZdWwoUw","The Handlebar Tempe","AZ",3.5,2,0,0,3.48846153846154,3.70842307692308,1,2,1,1,1,"American (Traditional)"
"3954","E_jLyf_YuGgMP_rw8tvNSA","Niko's Pizza Las Vegas","NV",4.5,1,1,2,4.64444444444444,4.12877777777778,1,0,1,1,1,"Italian"
"3955","E_mRnwhHLuz6tgMBScw1mw","Phoenix","ON",4.5,1,1,0,4.5,3.7825,0,0,0,1,1,"Chinese"
"3956","E_scgX9Vws9adbh4i_QJnQ","Phuket Pavilion","EDH",4.5,1,0,0,4.37037037037037,3.96518518518519,0,2,0,1,1,"Thai"
"3957","Ea04rGA3H-ZqY1nHLpI2FQ","New Day Cafe","NV",3,2,0,0,3.04761904761905,3.67214285714286,0,0,0,0,1,"American (Traditional)"
"3958","Ea4ODC2cfqAbDbb_sYdPZQ","VIA","AZ",3,2,0,2,2.875,3.48708333333333,1,2,1,1,1,"Italian"
"3959","Eb97gjJ6mkcx7Y-tFObjEw","Leoni's Focaccia","AZ",5,1,0,0,4.78947368421053,4.25289473684211,0,0,0,0,1,"Italian"
"3960","EbSX56Nddv-AcYlt58m0kg","Cafe Verdi","NV",2,1,1,0,1.8952380952381,3.12304761904762,0,0,0,0,1,"Italian"
"3961","Eb_k0Ut7ScXlNEv2QFZujA","Fuddruckers","AZ",3.5,2,0,2,3.68421052631579,3.57644736842105,1,1,0,0,1,"American (Traditional)"
"3962","EbgUkmDxPUa2fr0rc8EFJQ","P.F. Chang's","NC",3,2,0,2,3.03947368421053,3.57184210526316,1,2,1,1,1,"Chinese"
"3963","Ebsd4gjMWvbwssDRDsflVQ","Chi Thai","NC",3.5,2,0,0,3.73076923076923,3.69230769230769,0,0,0,0,1,"Thai"
"3964","EbxaQO95C7PUNTmokE70XA","Bamboo Republic","PA",4.5,1,1,0,4.65625,4.07375,0,0,0,1,1,"Chinese"
"3965","EcRYCDKqM-jVtoFVmkla8g","Brew 515","NC",3.5,2,1,0,3.6,3.57466666666667,0,1,1,1,1,"American (Traditional)"
"3966","EdIFp1tdPi1267hm3da6Nw","Ellis Island BBQ","NV",4,3,0,2,4.04,3.8164,1,1,0,0,1,"American (Traditional)"
"3967","EdPpsG0GujcVefs3ANGEGA","Twisted Pies Pizzeria","AZ",4.5,2,1,2,4.53030303030303,4.01348484848485,1,0,1,1,1,"Italian"
"3968","EdY6q0CO2mlATpoTFkvHAw","Dim Sum Cafe","NV",3.5,1,1,0,3.74336283185841,3.85734513274336,1,1,0,0,1,"Chinese"
"3969","Ee3bI8VXPU2PGE_vJg3Pqg","Tailgate Sports Bar & Grill","AZ",3.5,1,0,0,3.54166666666667,3.57666666666667,1,2,1,0,1,"American (Traditional)"
"3970","Ee_8iRc8jBq3rZunj6_1fg","IHOP","AZ",2,2,0,2,1.76666666666667,3.14366666666667,0,0,1,0,1,"American (Traditional)"
"3971","Een2yret0IwJUpHLwcxtRg","Arancini House","PA",5,1,0,2,4.7906976744186,4.10395348837209,1,0,0,0,1,"Italian"
"3972","EepbmDH_EK7ejpOEjwkAqg","Bistro Isakaya","QC",3.5,1,0,0,3.32142857142857,3.67428571428571,0,2,0,1,1,"Japanese"
"3973","EetTynvxcovbSsAy7AWMtg","Daddy Macs","NV",3,4,0,0,2.8,3.8525,1,2,1,0,1,"American (Traditional)"
"3974","EetTynvxcovbSsAy7AWMtg","Daddy Macs","NV",3,4,0,0,2.8,3.8525,1,2,1,0,1,"Italian"
"3975","Ef9crW61OYp2UJ0ysi3nEw","Hunan Wok Chinese Takeout","PA",3,1,0,0,3,3.86272727272727,0,0,0,0,1,"Chinese"
"3976","EfAqol3tWckyNrBMIooJmg","Kabob N More","NV",3.5,1,1,2,3.46875,3.72169642857143,1,0,0,1,1,"Indian"
"3977","EfmP_Rn43N0XbqbiBShG9A","Cha Da Thai","AZ",4,2,0,2,4.14146341463415,3.91121951219512,0,1,0,1,1,"Thai"
"3978","Efp7bOqA9tndPUF8VFUl4Q","AllStar Wings & Ribs","ON",3,4,0,0,2.9,3.528,1,2,1,1,1,"American (Traditional)"
"3979","EgRpbUZKPiotTXdrOM06VA","Cuisine Bangkok","QC",4,2,0,0,3.87692307692308,3.71446153846154,0,0,0,0,1,"Thai"
"3980","EgW-kEqxP83MlVl06Qn21g","Rochester Inn & Hardwood Grille","PA",3.5,3,0,0,3.31578947368421,3.70052631578947,1,2,0,0,1,"American (Traditional)"
"3981","Egd-0nDgzZGEVA0R09yyUQ","Italian Village Restaurant","OH",3.5,2,0,0,3.62068965517241,3.6648275862069,1,2,0,1,1,"Italian"
"3982","EgilPuvZVfxoHd3F3XFs6A","Robertos Taco Shop","NV",3.5,1,0,0,3.44262295081967,3.7472131147541,0,0,0,0,1,"Mexican"
"3983","EgtyW19V-64c6PmRuvzSEA","The Great Dane","WI",4,2,0,2,3.77201257861635,3.80852201257862,1,2,1,1,1,"American (Traditional)"
"3984","EgwGTDZ705TwudPJwAY0yQ","Bell' Italia Pizzeria","AZ",4.5,2,0,0,4.28440366972477,3.82532110091743,1,1,0,1,1,"Italian"
"3985","EhGPj8iJDIdaHnWg9d5BgA","Pearl Harbourfront Chinese Cuisine","ON",3.5,2,0,0,3.57058823529412,3.57194117647059,0,2,0,1,1,"Chinese"
"3986","EhTYPpGzs2MfDspt1nU7Hg","Chef Lin Restaurant","ON",3.5,2,1,0,3.72972972972973,3.65297297297297,1,0,0,0,1,"Thai"
"3987","EhTYPpGzs2MfDspt1nU7Hg","Chef Lin Restaurant","ON",3.5,2,1,0,3.72972972972973,3.65297297297297,1,0,0,0,1,"Chinese"
"3988","EhdkogSUSDLx5JufCAtm8A","Yellowfin Sushi & Grill","NV",5,2,0,2,5,4.48888888888889,1,2,0,1,1,"Japanese"
"3989","EhlOUjd2dh52SV_XfoORSA","Sesame Inn Chinese Restaurant","PA",3.5,1,1,0,3.66666666666667,3.56365079365079,1,2,0,1,1,"Chinese"
"3990","Ehln9m65hoi5ylWCH2osdQ","Tich Modern Indian Cuisine","ON",4,2,1,2,3.76923076923077,3.63365384615385,1,2,1,1,1,"Indian"
"3991","EhuKnhTKJTm_EZ_QGe7PvQ","Carrabba's Italian Grill","NV",3.5,2,0,0,3.64055299539171,3.7015668202765,1,2,0,1,1,"Italian"
"3992","Ehy00JWQixgoXzisVKhvag","Cucina by Wolfgang Puck","NV",4,2,0,0,3.96848137535817,3.8017335243553,1,2,0,1,1,"Italian"
"3993","Ei5UwFatcAXCweKug4SuGg","Chia Bistro Chinese Food","NC",3.5,1,1,0,3.33333333333333,3.53777777777778,1,1,1,0,1,"Chinese"
"3994","Ei7COF_smiUJH56K6zHqog","Dalchini Hakka Chinese","ON",3,1,0,0,3.2,2.944,1,2,0,1,1,"Chinese"
"3995","EiVYrgOqG3Y9Ef9_ApZi4A","Pasta Co-Op","OH",4,1,0,0,4.17241379310345,4.07241379310345,0,0,1,0,1,"Italian"
